Cluster,Mode,control_type,control_hour,control_hour_label,case_hour,case_hour_label,A,B,C,D,R_odds,paired_rows
Central,Pedestrians,Dark,23,23:00-23:59,5,05:00-05:59,69957,33478,72333,140577,4.061154065041839,4026
Central,Pedestrians,Dark,23,23:00-23:59,6,06:00-06:59,283143,64430,112879,100031,3.894387432097116,4026
Central,Pedestrians,Dark,23,23:00-23:59,17,17:00-17:59,1388921,190744,180120,32790,1.3255805921568085,4026
Central,Pedestrians,Dark,23,23:00-23:59,18,18:00-18:59,757905,365520,129858,83052,1.3261266799462905,4026
Central,Pedestrians,Dark,23,23:00-23:59,19,19:00-19:59,396979,406728,86757,126153,1.419242209669714,4026
Central,Pedestrians,Dark,23,23:00-23:59,20,20:00-20:59,198010,382744,56341,156569,1.437672478877044,4026
Central,Pedestrians,Dark,0,00:00-00:59,5,05:00-05:59,69957,33478,42422,81993,4.0388461432527665,4026
Central,Pedestrians,Dark,0,00:00-00:59,6,06:00-06:59,283143,64430,67022,57393,3.763216817439219,4026
Central,Pedestrians,Dark,0,00:00-00:59,17,17:00-17:59,1388921,190744,104450,19965,1.3918342802958747,4026
Central,Pedestrians,Dark,0,00:00-00:59,18,18:00-18:59,757905,365520,75829,48586,1.3285547125172437,4026
Central,Pedestrians,Dark,0,00:00-00:59,19,19:00-19:59,396979,406728,50467,73948,1.430152685087459,4026
Central,Pedestrians,Dark,0,00:00-00:59,20,20:00-20:59,198010,382744,32684,91731,1.4519767379549766,4026
Central,Pedestrians,Dark,1,01:00-01:59,5,05:00-05:59,69957,33478,29498,54129,3.834503201187748,4026
Central,Pedestrians,Dark,1,01:00-01:59,6,06:00-06:59,283143,64430,46940,36687,3.434684200627672,4026
Central,Pedestrians,Dark,1,01:00-01:59,17,17:00-17:59,1388921,190744,71084,12543,1.2848612238615218,4026
Central,Pedestrians,Dark,1,01:00-01:59,18,18:00-18:59,757905,365520,51922,31705,1.2661348763068476,4026
Central,Pedestrians,Dark,1,01:00-01:59,19,19:00-19:59,396979,406728,35074,48553,1.3511209682456142,4026
Central,Pedestrians,Dark,1,01:00-01:59,20,20:00-20:59,198010,382744,22803,60824,1.3799448267550944,4026
Central,Pedestrians,Dark,2,02:00-02:59,5,05:00-05:59,69957,33478,20340,40711,4.182466718336058,4026
Central,Pedestrians,Dark,2,02:00-02:59,6,06:00-06:59,283143,64430,33204,27847,3.685578854429477,4026
Central,Pedestrians,Dark,2,02:00-02:59,17,17:00-17:59,1388921,190744,52081,8970,1.2541220022223254,4026
Central,Pedestrians,Dark,2,02:00-02:59,18,18:00-18:59,757905,365520,37074,23977,1.3410007625341505,4026
Central,Pedestrians,Dark,2,02:00-02:59,19,19:00-19:59,396979,406728,24306,36745,1.4755305997303538,4026
Central,Pedestrians,Dark,2,02:00-02:59,20,20:00-20:59,198010,382744,15462,45589,1.5253627254564044,4026
Central,Pedestrians,Daylight,9,09:00-09:59,5,05:00-05:59,69957,33478,398592,673999,3.533477631797953,4026
Central,Pedestrians,Daylight,9,09:00-09:59,6,06:00-06:59,283143,64430,611665,460926,3.3115801749193516,4026
Central,Pedestrians,Daylight,9,09:00-09:59,17,17:00-17:59,1388921,190744,930728,141863,1.1098723162917927,4026
Central,Pedestrians,Daylight,9,09:00-09:59,18,18:00-18:59,757905,365520,683020,389571,1.1826516077485656,4026
Central,Pedestrians,Daylight,9,09:00-09:59,19,19:00-19:59,396979,406728,460002,612589,1.2997892369350055,4026
Central,Pedestrians,Daylight,9,09:00-09:59,20,20:00-20:59,198010,382744,297928,774663,1.3451794518218623,4026
Central,Pedestrians,Daylight,10,10:00-10:59,5,05:00-05:59,69957,33478,469754,685792,3.050658540500238,4026
Central,Pedestrians,Daylight,10,10:00-10:59,6,06:00-06:59,283143,64430,697011,458535,2.891016410209697,4026
Central,Pedestrians,Daylight,10,10:00-10:59,17,17:00-17:59,1388921,190744,1017813,137733,0.985363956098849,4026
Central,Pedestrians,Daylight,10,10:00-10:59,18,18:00-18:59,757905,365520,768530,387016,1.0441712277429058,4026
Central,Pedestrians,Daylight,10,10:00-10:59,19,19:00-19:59,396979,406728,539299,616247,1.1152922010578943,4026
Central,Pedestrians,Daylight,10,10:00-10:59,20,20:00-20:59,198010,382744,350491,805055,1.1883036020923006,4026
Central,Pedestrians,Daylight,11,11:00-11:59,5,05:00-05:59,69957,33478,741013,857143,2.4171250974945613,4026
Central,Pedestrians,Daylight,11,11:00-11:59,6,06:00-06:59,283143,64430,1062472,535684,2.2156893957589485,4026
Central,Pedestrians,Daylight,11,11:00-11:59,17,17:00-17:59,1388921,190744,1438749,159407,0.8067686473823645,4026
Central,Pedestrians,Daylight,11,11:00-11:59,18,18:00-18:59,757905,365520,1136977,461179,0.8410493335144343,4026
Central,Pedestrians,Daylight,11,11:00-11:59,19,19:00-19:59,396979,406728,835976,762180,0.8898713021199904,4026
Central,Pedestrians,Daylight,11,11:00-11:59,20,20:00-20:59,198010,382744,554866,1043290,0.9727375104613223,4026
Central,Pedestrians,Daylight,12,12:00-12:59,5,05:00-05:59,69957,33478,778513,1152273,3.0928666006546606,4026
Central,Pedestrians,Daylight,12,12:00-12:59,6,06:00-06:59,283143,64430,1151968,778818,2.971072592410605,4026
Central,Pedestrians,Daylight,12,12:00-12:59,17,17:00-17:59,1388921,190744,1688615,242171,1.0442828623396625,4026
Central,Pedestrians,Daylight,12,12:00-12:59,18,18:00-18:59,757905,365520,1270212,660574,1.0783230577286913,4026
Central,Pedestrians,Daylight,12,12:00-12:59,19,19:00-19:59,396979,406728,892022,1038764,1.136592502086061,4026
Central,Pedestrians,Daylight,12,12:00-12:59,20,20:00-20:59,198010,382744,583171,1347615,1.1954974377241725,4026
Central,Pedestrians,Daylight,13,13:00-13:59,5,05:00-05:59,69957,33478,583922,1122795,4.018068200390508,4026
Central,Pedestrians,Daylight,13,13:00-13:59,6,06:00-06:59,283143,64430,896707,810010,3.969698456073404,4026
Central,Pedestrians,Daylight,13,13:00-13:59,17,17:00-17:59,1388921,190744,1445491,261226,1.3159144834534422,4026
Central,Pedestrians,Daylight,13,13:00-13:59,18,18:00-18:59,757905,365520,1025759,680958,1.3765076120719828,4026
Central,Pedestrians,Daylight,13,13:00-13:59,19,19:00-19:59,396979,406728,682259,1024458,1.4655760088373633,4026
Central,Pedestrians,Daylight,13,13:00-13:59,20,20:00-20:59,198010,382744,431945,1274772,1.5268022702659356,4026
Central,Pedestrians,Daylight,14,14:00-14:59,5,05:00-05:59,69957,33478,567706,914729,3.366980768374852,4026
Central,Pedestrians,Daylight,14,14:00-14:59,6,06:00-06:59,283143,64430,852999,629436,3.2428044045708746,4026
Central,Pedestrians,Daylight,14,14:00-14:59,17,17:00-17:59,1388921,190744,1278907,203528,1.1588089987716772,4026
Central,Pedestrians,Daylight,14,14:00-14:59,18,18:00-18:59,757905,365520,946978,535457,1.172433820805446,4026
Central,Pedestrians,Daylight,14,14:00-14:59,19,19:00-19:59,396979,406728,654276,828159,1.2354244674359744,4026
Central,Pedestrians,Daylight,14,14:00-14:59,20,20:00-20:59,198010,382744,418265,1064170,1.3162495001552879,4026
Central,Cars,Dark,23,23:00-23:59,5,05:00-05:59,97585,92482,156741,251933,1.6960095693236907,4026
Central,Cars,Dark,23,23:00-23:59,6,06:00-06:59,278617,106885,227648,181026,2.072850430805702,4026
Central,Cars,Dark,23,23:00-23:59,17,17:00-17:59,751264,128244,342809,65865,1.1255324064419032,4026
Central,Cars,Dark,23,23:00-23:59,18,18:00-18:59,515284,295520,256335,152339,1.0362462476957357,4026
Central,Cars,Dark,23,23:00-23:59,19,19:00-19:59,294790,398491,184861,223813,0.895641565635214,4026
Central,Cars,Dark,23,23:00-23:59,20,20:00-20:59,167067,432872,120481,288193,0.9232005270848436,4026
Central,Cars,Dark,0,00:00-00:59,5,05:00-05:59,97585,92482,125644,192326,1.615184351669556,4026
Central,Cars,Dark,0,00:00-00:59,6,06:00-06:59,278617,106885,179764,138206,2.0040798644446145,4026
Central,Cars,Dark,0,00:00-00:59,17,17:00-17:59,751264,128244,267048,50922,1.1170475121110277,4026
Central,Cars,Dark,0,00:00-00:59,18,18:00-18:59,515284,295520,201858,116112,1.0029768732717796,4026
Central,Cars,Dark,0,00:00-00:59,19,19:00-19:59,294790,398491,146977,170993,0.8606432821876606,4026
Central,Cars,Dark,0,00:00-00:59,20,20:00-20:59,167067,432872,97081,220889,0.8781546943358068,4026
Central,Cars,Dark,1,01:00-01:59,5,05:00-05:59,97585,92482,95021,153600,1.7056796670525467,4026
Central,Cars,Dark,1,01:00-01:59,6,06:00-06:59,278617,106885,137704,110917,2.0996282570941878,4026
Central,Cars,Dark,1,01:00-01:59,17,17:00-17:59,751264,128244,206487,42134,1.1953511376183097,4026
Central,Cars,Dark,1,01:00-01:59,18,18:00-18:59,515284,295520,155177,93444,1.0499868224252074,4026
Central,Cars,Dark,1,01:00-01:59,19,19:00-19:59,294790,398491,111601,137020,0.9082598301607147,4026
Central,Cars,Dark,1,01:00-01:59,20,20:00-20:59,167067,432872,73382,175239,0.9216635270115225,4026
Central,Cars,Dark,2,02:00-02:59,5,05:00-05:59,97585,92482,65940,121257,1.940366328866204,4026
Central,Cars,Dark,2,02:00-02:59,6,06:00-06:59,278617,106885,99576,87621,2.2937410072700755,4026
Central,Cars,Dark,2,02:00-02:59,17,17:00-17:59,751264,128244,153038,34159,1.307559287205259,4026
